app_id,library_name,version,license_type,is_direct,last_updated
APP-009,lib-31,1.9.18,Apache-2.0,True,2026-03-19
APP-009,lib-02,3.9.4,BSD-3-Clause,False,2025-09-07
APP-009,lib-33,0.4.9,MIT,False,2025-11-02
APP-009,pydantic,2.0.2,BSD-3-Clause,True,2025-12-13
APP-009,lib-23,0.8.17,ISC,False,2025-11-24
APP-009,lib-25,0.10.10,Unlicense,False,2026-03-16
APP-009,lib-28,3.5.12,Zlib,False,2026-04-17
APP-009,lib-24,1.5.13,Apache-2.0,False,2026-05-31
APP-009,lib-14,3.10.17,ISC,True,2025-12-18
APP-009,rich,4.3.10,Unlicense,False,2026-05-05
APP-009,lib-40,4.5.2,ISC,False,2025-10-05
APP-009,lib-35,4.10.10,BSD-3-Clause,True,2026-02-01
APP-009,lib-08,3.3.6,Unlicense,True,2026-04-05
APP-009,lib-13,2.10.16,Apache-2.0,True,2025-10-07
APP-009,lib-04,3.0.5,Apache-2.0,True,2025-11-15
APP-009,flask,2.10.3,Apache-2.0,False,2026-03-05
APP-009,lib-34,1.6.18,Zlib,False,2025-12-30
APP-009,structlog,2.3.7,BSD-3-Clause,True,2025-11-26
APP-009,redis-py,2.2.14,Apache-2.0,True,2025-10-12
APP-009,gunicorn,4.0.3,MIT,False,2025-12-11
APP-009,lib-38,1.10.2,MIT,True,2025-12-17
APP-010,serde-json,4.12.8,Unlicense,True,2025-11-19
APP-010,pyyaml,4.7.2,Unlicense,True,2026-06-26
APP-010,vlib-12,1.2.15,Unlicense,True,2025-08-16
APP-010,vlib-08,2.12.9,ISC,True,2025-12-28
APP-010,vlib-06,0.9.10,Apache-2.0,True,2026-02-23
APP-010,vlib-15,1.8.6,ISC,True,2025-09-07
APP-010,pillow,0.1.4,BSD-3-Clause,True,2025-11-25
APP-010,vlib-09,1.0.7,MIT,True,2026-03-23
APP-010,openssl-py,3.9.12,MIT,True,2026-05-14
APP-010,gpl-crypto,3.3.2,GPL-3.0,True,2025-10-01
APP-010,gpl-lib-08,2.6.17,AGPL-3.0,True,2025-12-24
APP-010,gpl-lib-02,4.0.2,GPL-3.0,True,2026-05-23
APP-010,gpl-lib-06,3.0.12,GPL-2.0,True,2025-09-30
APP-010,copyleft-orm,4.7.4,GPL-2.0,True,2025-09-21
APP-010,gpl-lib-07,2.12.14,AGPL-3.0,True,2025-10-10
APP-010,stale-09,1.4.12,ISC,True,2023-05-29
APP-010,stale-14,0.8.6,BSD-3-Clause,False,2023-09-26
APP-010,legacy-soap,2.3.1,BSD-3-Clause,True,2024-09-15
APP-010,ancient-xmlrpc,0.11.10,MIT,True,2023-10-13
APP-010,stale-17,2.4.5,ISC,True,2024-10-13
APP-010,stale-03,3.1.18,ISC,True,2024-08-21
APP-010,stale-01,0.2.2,Zlib,True,2022-10-10
APP-010,yaml-loader,0.9.17,BSD-3-Clause,False,2026-05-04
APP-010,tlib-09,3.7.1,Apache-2.0,False,2025-09-02
APP-010,tlib-06,3.12.13,BSD-3-Clause,False,2026-01-07
APP-010,tls-shim,2.7.16,Apache-2.0,False,2026-04-19
APP-010,tlib-05,4.7.7,BSD-2-Clause,False,2026-06-04
APP-010,orjson,2.5.1,Zlib,True,2025-12-28
APP-010,fastapi,4.0.11,BSD-3-Clause,False,2026-03-29
APP-010,structlog,2.3.7,BSD-3-Clause,False,2025-11-01
APP-010,sqlalchemy,2.8.15,Zlib,False,2025-10-24
APP-010,pandas,0.11.17,MIT,True,2026-04-18
APP-010,lib-39,2.8.20,Apache-2.0,True,2025-11-04
APP-010,lib-07,0.6.1,Unlicense,True,2026-03-15
APP-010,lib-21,4.3.8,Unlicense,False,2026-03-16
APP-010,lib-31,1.9.18,Apache-2.0,False,2026-01-16
APP-010,lib-20,4.1.12,BSD-3-Clause,True,2025-10-06
APP-010,lib-10,1.3.0,MIT,True,2025-09-21
APP-010,click,1.4.9,MIT,False,2026-06-08
APP-010,lib-37,1.8.15,BSD-3-Clause,True,2026-03-21
APP-010,lib-12,2.1.8,Unlicense,False,2026-06-02
APP-010,lib-19,2.6.19,BSD-2-Clause,True,2026-01-08
APP-010,lib-15,2.0.3,Unlicense,True,2025-12-20
APP-010,flask,2.10.3,Apache-2.0,False,2025-12-04
APP-010,lib-33,0.4.9,MIT,True,2025-12-11
APP-010,lib-13,2.10.16,Apache-2.0,True,2026-03-23
APP-010,lib-17,2.0.3,Apache-2.0,True,2025-10-15
APP-010,lib-35,4.10.10,BSD-3-Clause,True,2025-10-04
APP-010,httpx,3.4.1,MIT,False,2026-05-15
APP-010,lib-40,4.5.2,ISC,True,2026-05-17
